id,text,threat,category
1345,The assignment deadline is Friday.,0,normal
1346,Your appointment is scheduled for tomorrow.,0,normal
1347,The project presentation is next week.,0,normal
1348,The team meeting will start after lunch.,0,normal
1349,The assignment deadline is Friday.,0,normal
1350,Please submit your assignment before Friday.,0,normal
1351,The team meeting will start after lunch.,0,normal
1352,Please attend the project meeting at 10 AM.,0,normal
1353,The team meeting will start after lunch.,0,normal
1354,Can you share the project report?,0,normal
1355,Please submit your assignment before Friday.,0,normal
1356,Can you send me the class notes?,0,normal
1357,The team meeting will start after lunch.,0,normal
1358,The project presentation is next week.,0,normal
1359,Please attend the project meeting at 10 AM.,0,normal
1360,Please submit your assignment before Friday.,0,normal
1361,The team meeting will start after lunch.,0,normal
1362,Please review the attached project document.,0,normal
1363,Please attend the project meeting at 10 AM.,0,normal
1364,Can you send me the class notes?,0,normal
1365,Please review the attached project document.,0,normal
1366,Please attend the project meeting at 10 AM.,0,normal
1367,Your appointment is scheduled for tomorrow.,0,normal
1368,The project presentation is next week.,0,normal
1369,The assignment deadline is Friday.,0,normal
1370,Please attend the project meeting at 10 AM.,0,normal
1371,Can you send me the class notes?,0,normal
1372,The college seminar starts at 11 AM.,0,normal
1373,The assignment deadline is Friday.,0,normal
1374,Please submit your assignment before Friday.,0,normal
1375,Please attend the project meeting at 10 AM.,0,normal
1376,The assignment deadline is Friday.,0,normal
1377,The team meeting will start after lunch.,0,normal
1378,Please attend the project meeting at 10 AM.,0,normal
1379,Please review the attached project document.,0,normal
1380,Can you send me the class notes?,0,normal
1381,Can you share the project report?,0,normal
1382,Can you share the project report?,0,normal
1383,Can you send me the class notes?,0,normal
1384,The college seminar starts at 11 AM.,0,normal
1385,Can you send me the class notes?,0,normal
1386,The team meeting will start after lunch.,0,normal
1387,Can you send me the class notes?,0,normal
1388,Can you send me the class notes?,0,normal
1389,The assignment deadline is Friday.,0,normal
1390,Please submit your assignment before Friday.,0,normal
1391,Can you share the project report?,0,normal
1392,The college seminar starts at 11 AM.,0,normal
1393,The assignment deadline is Friday.,0,normal
1394,Can you share the project report?,0,normal
1395,Please submit your assignment before Friday.,0,normal
1396,Can you send me the class notes?,0,normal
1397,Please submit your assignment before Friday.,0,normal
1398,Can you share the project report?,0,normal
1399,Your appointment is scheduled for tomorrow.,0,normal
1400,Please attend the project meeting at 10 AM.,0,normal
1401,Please attend the project meeting at 10 AM.,0,normal
1402,Please review the attached project document.,0,normal
1403,The team meeting will start after lunch.,0,normal
1404,Please submit your assignment before Friday.,0,normal
1405,Can you send me the class notes?,0,normal
1406,Please submit your assignment before Friday.,0,normal
1407,Can you send me the class notes?,0,normal
1408,Your appointment is scheduled for tomorrow.,0,normal
1409,Your appointment is scheduled for tomorrow.,0,normal
1410,The team meeting will start after lunch.,0,normal
1411,The college seminar starts at 11 AM.,0,normal
1412,Can you share the project report?,0,normal
1413,Please review the attached project document.,0,normal
1414,Your appointment is scheduled for tomorrow.,0,normal
1415,The assignment deadline is Friday.,0,normal
1416,Please attend the project meeting at 10 AM.,0,normal
1417,Can you send me the class notes?,0,normal
1418,The project presentation is next week.,0,normal
1419,Please attend the project meeting at 10 AM.,0,normal
1420,Your appointment is scheduled for tomorrow.,0,normal
1421,Your appointment is scheduled for tomorrow.,0,normal
1422,The assignment deadline is Friday.,0,normal
1423,The assignment deadline is Friday.,0,normal
1424,The project presentation is next week.,0,normal
1425,Please attend the project meeting at 10 AM.,0,normal
1426,The team meeting will start after lunch.,0,normal
1427,The project presentation is next week.,0,normal
1428,Please attend the project meeting at 10 AM.,0,normal
1429,Your appointment is scheduled for tomorrow.,0,normal
1430,Please attend the project meeting at 10 AM.,0,normal
1431,Can you send me the class notes?,0,normal
1432,The team meeting will start after lunch.,0,normal
1433,Your appointment is scheduled for tomorrow.,0,normal
1434,Please submit your assignment before Friday.,0,normal
1435,Your appointment is scheduled for tomorrow.,0,normal
1436,Please attend the project meeting at 10 AM.,0,normal
1437,Can you share the project report?,0,normal
1438,Please submit your assignment before Friday.,0,normal
1439,Please review the attached project document.,0,normal
1440,Your appointment is scheduled for tomorrow.,0,normal
1441,The project presentation is next week.,0,normal
1442,The college seminar starts at 11 AM.,0,normal
1443,The project presentation is next week.,0,normal
1444,The project presentation is next week.,0,normal
1445,The college seminar starts at 11 AM.,0,normal
1446,Your appointment is scheduled for tomorrow.,0,normal
1447,Please review the attached project document.,0,normal
1448,Can you share the project report?,0,normal
1449,Please submit your assignment before Friday.,0,normal
1450,Your appointment is scheduled for tomorrow.,0,normal
1451,Can you send me the class notes?,0,normal
1452,Please review the attached project document.,0,normal
1453,Please review the attached project document.,0,normal
1454,Please attend the project meeting at 10 AM.,0,normal
1455,Please submit your assignment before Friday.,0,normal
1456,The project presentation is next week.,0,normal
1457,Can you share the project report?,0,normal
1458,Can you send me the class notes?,0,normal
1459,Please submit your assignment before Friday.,0,normal
1460,The team meeting will start after lunch.,0,normal
1461,Please attend the project meeting at 10 AM.,0,normal
1462,The college seminar starts at 11 AM.,0,normal
1463,Can you send me the class notes?,0,normal
1464,Please submit your assignment before Friday.,0,normal
1465,The college seminar starts at 11 AM.,0,normal
1466,Can you send me the class notes?,0,normal
1467,Can you send me the class notes?,0,normal
1468,Can you share the project report?,0,normal
1469,Please review the attached project document.,0,normal
1470,Can you send me the class notes?,0,normal
1471,Can you share the project report?,0,normal
1472,Please submit your assignment before Friday.,0,normal
1473,The team meeting will start after lunch.,0,normal
1474,Your appointment is scheduled for tomorrow.,0,normal
1475,Your appointment is scheduled for tomorrow.,0,normal
1476,Please review the attached project document.,0,normal
1477,Can you share the project report?,0,normal
1478,The team meeting will start after lunch.,0,normal
1479,Please attend the project meeting at 10 AM.,0,normal
1480,Please submit your assignment before Friday.,0,normal
1481,Can you send me the class notes?,0,normal
1482,Can you send me the class notes?,0,normal
1483,Please submit your assignment before Friday.,0,normal
1484,Please submit your assignment before Friday.,0,normal
1485,Can you share the project report?,0,normal
1486,Can you send me the class notes?,0,normal
1487,Your appointment is scheduled for tomorrow.,0,normal
1488,Please review the attached project document.,0,normal
1489,Your appointment is scheduled for tomorrow.,0,normal
1490,The college seminar starts at 11 AM.,0,normal
1491,The assignment deadline is Friday.,0,normal
1492,The team meeting will start after lunch.,0,normal
1493,The college seminar starts at 11 AM.,0,normal
1494,The assignment deadline is Friday.,0,normal
1495,Please submit your assignment before Friday.,0,normal
1496,Your appointment is scheduled for tomorrow.,0,normal
1497,Please attend the project meeting at 10 AM.,0,normal
1498,Please review the attached project document.,0,normal
1499,Can you send me the class notes?,0,normal
1500,The project presentation is next week.,0,normal
1501,The project presentation is next week.,0,normal
1502,Please attend the project meeting at 10 AM.,0,normal
1503,The assignment deadline is Friday.,0,normal
1504,Your appointment is scheduled for tomorrow.,0,normal
1505,The project presentation is next week.,0,normal
1506,Please submit your assignment before Friday.,0,normal
1507,Your appointment is scheduled for tomorrow.,0,normal
1508,The team meeting will start after lunch.,0,normal
1509,Your appointment is scheduled for tomorrow.,0,normal
1510,The college seminar starts at 11 AM.,0,normal
1511,Please review the attached project document.,0,normal
1512,Please attend the project meeting at 10 AM.,0,normal
1513,Your appointment is scheduled for tomorrow.,0,normal
1514,Your appointment is scheduled for tomorrow.,0,normal
1515,The assignment deadline is Friday.,0,normal
1516,The team meeting will start after lunch.,0,normal
1517,Your appointment is scheduled for tomorrow.,0,normal
1518,The project presentation is next week.,0,normal
1519,Your appointment is scheduled for tomorrow.,0,normal
1520,Can you send me the class notes?,0,normal
1521,Your appointment is scheduled for tomorrow.,0,normal
1522,Please submit your assignment before Friday.,0,normal
1523,The college seminar starts at 11 AM.,0,normal
1524,Please review the attached project document.,0,normal
1525,Can you send me the class notes?,0,normal
1526,The team meeting will start after lunch.,0,normal
1527,Please submit your assignment before Friday.,0,normal
1528,The college seminar starts at 11 AM.,0,normal
1529,Please review the attached project document.,0,normal
1530,Please review the attached project document.,0,normal
1531,The college seminar starts at 11 AM.,0,normal
1532,Please submit your assignment before Friday.,0,normal
1533,The team meeting will start after lunch.,0,normal
1534,The team meeting will start after lunch.,0,normal
1535,The assignment deadline is Friday.,0,normal
1536,The team meeting will start after lunch.,0,normal
1537,The college seminar starts at 11 AM.,0,normal
1538,Your appointment is scheduled for tomorrow.,0,normal
1539,The college seminar starts at 11 AM.,0,normal
1540,The college seminar starts at 11 AM.,0,normal
1541,Can you send me the class notes?,0,normal
1542,Please attend the project meeting at 10 AM.,0,normal
1543,The project presentation is next week.,0,normal
1544,Your appointment is scheduled for tomorrow.,0,normal
1545,Can you share the project report?,0,normal
1546,Please attend the project meeting at 10 AM.,0,normal
1547,Please review the attached project document.,0,normal
1548,Please submit your assignment before Friday.,0,normal
1549,The project presentation is next week.,0,normal
1550,The project presentation is next week.,0,normal
1551,Can you send me the class notes?,0,normal
1552,Please review the attached project document.,0,normal
1553,Can you share the project report?,0,normal
1554,Your appointment is scheduled for tomorrow.,0,normal
1555,The college seminar starts at 11 AM.,0,normal
1556,Your appointment is scheduled for tomorrow.,0,normal
1557,Can you send me the class notes?,0,normal
1558,The project presentation is next week.,0,normal
1559,Your appointment is scheduled for tomorrow.,0,normal
1560,The team meeting will start after lunch.,0,normal
1561,Please submit your assignment before Friday.,0,normal
1562,The college seminar starts at 11 AM.,0,normal
1563,Please review the attached project document.,0,normal
1564,The team meeting will start after lunch.,0,normal
1565,The team meeting will start after lunch.,0,normal
1566,The team meeting will start after lunch.,0,normal
1567,Can you share the project report?,0,normal
1568,The college seminar starts at 11 AM.,0,normal
1569,Can you share the project report?,0,normal
1570,Can you share the project report?,0,normal
1571,Please submit your assignment before Friday.,0,normal
1572,The team meeting will start after lunch.,0,normal
1573,Can you share the project report?,0,normal
1574,Please submit your assignment before Friday.,0,normal
1575,Please attend the project meeting at 10 AM.,0,normal
1576,Please submit your assignment before Friday.,0,normal
1577,Please attend the project meeting at 10 AM.,0,normal
1578,The assignment deadline is Friday.,0,normal
1579,Please attend the project meeting at 10 AM.,0,normal
1580,Please attend the project meeting at 10 AM.,0,normal
1581,Can you send me the class notes?,0,normal
1582,Can you share the project report?,0,normal
1583,Your appointment is scheduled for tomorrow.,0,normal
1584,The assignment deadline is Friday.,0,normal
1585,Can you share the project report?,0,normal
1586,Please attend the project meeting at 10 AM.,0,normal
1587,Your appointment is scheduled for tomorrow.,0,normal
1588,Please submit your assignment before Friday.,0,normal
1589,The team meeting will start after lunch.,0,normal
1590,The college seminar starts at 11 AM.,0,normal
1591,Please attend the project meeting at 10 AM.,0,normal
1592,The project presentation is next week.,0,normal
1593,The project presentation is next week.,0,normal
1594,The team meeting will start after lunch.,0,normal
1595,The team meeting will start after lunch.,0,normal
1596,Please attend the project meeting at 10 AM.,0,normal
1597,Please attend the project meeting at 10 AM.,0,normal
1598,Please submit your assignment before Friday.,0,normal
1599,Please submit your assignment before Friday.,0,normal
1600,Can you send me the class notes?,0,normal
1601,Please attend the project meeting at 10 AM.,0,normal
1602,Please attend the project meeting at 10 AM.,0,normal
1603,Please submit your assignment before Friday.,0,normal
1604,Please review the attached project document.,0,normal
1605,Please submit your assignment before Friday.,0,normal
1606,Please review the attached project document.,0,normal
1607,Please attend the project meeting at 10 AM.,0,normal
1608,Please submit your assignment before Friday.,0,normal
1609,Can you send me the class notes?,0,normal
1610,Can you share the project report?,0,normal
1611,The assignment deadline is Friday.,0,normal
1612,The assignment deadline is Friday.,0,normal
1613,Please submit your assignment before Friday.,0,normal
1614,Can you share the project report?,0,normal
1615,Your appointment is scheduled for tomorrow.,0,normal
1616,Your appointment is scheduled for tomorrow.,0,normal
1617,The project presentation is next week.,0,normal
1618,Please submit your assignment before Friday.,0,normal
1619,Please review the attached project document.,0,normal
1620,The college seminar starts at 11 AM.,0,normal
1621,Please review the attached project document.,0,normal
1622,Can you send me the class notes?,0,normal
1623,The assignment deadline is Friday.,0,normal
1624,The college seminar starts at 11 AM.,0,normal
1625,Can you send me the class notes?,0,normal
1626,The team meeting will start after lunch.,0,normal
1627,The project presentation is next week.,0,normal
1628,Your appointment is scheduled for tomorrow.,0,normal
1629,Your appointment is scheduled for tomorrow.,0,normal
1630,Please review the attached project document.,0,normal
1631,The assignment deadline is Friday.,0,normal
1632,Please attend the project meeting at 10 AM.,0,normal
1633,The assignment deadline is Friday.,0,normal
1634,Can you send me the class notes?,0,normal
1635,Can you send me the class notes?,0,normal
1636,Can you send me the class notes?,0,normal
1637,Please submit your assignment before Friday.,0,normal
1638,The team meeting will start after lunch.,0,normal
1639,Please attend the project meeting at 10 AM.,0,normal
1640,Please attend the project meeting at 10 AM.,0,normal
1641,Can you share the project report?,0,normal
1642,The assignment deadline is Friday.,0,normal
1643,The team meeting will start after lunch.,0,normal
1644,Can you send me the class notes?,0,normal
1645,The college seminar starts at 11 AM.,0,normal
1646,The project presentation is next week.,0,normal
1647,The assignment deadline is Friday.,0,normal
1648,Please submit your assignment before Friday.,0,normal
1649,Please attend the project meeting at 10 AM.,0,normal
1650,Your appointment is scheduled for tomorrow.,0,normal
1651,Your appointment is scheduled for tomorrow.,0,normal
1652,The project presentation is next week.,0,normal
1653,The team meeting will start after lunch.,0,normal
1654,Please review the attached project document.,0,normal
1655,Please attend the project meeting at 10 AM.,0,normal
1656,The assignment deadline is Friday.,0,normal
1657,Please review the attached project document.,0,normal
1658,Please submit your assignment before Friday.,0,normal
1659,The project presentation is next week.,0,normal
1660,Please attend the project meeting at 10 AM.,0,normal
1661,Can you share the project report?,0,normal
1662,The college seminar starts at 11 AM.,0,normal
1663,Please attend the project meeting at 10 AM.,0,normal
1664,Your appointment is scheduled for tomorrow.,0,normal
1665,The project presentation is next week.,0,normal
1666,Can you share the project report?,0,normal
1667,Can you send me the class notes?,0,normal
1668,The assignment deadline is Friday.,0,normal
1669,Please review the attached project document.,0,normal
1670,Can you share the project report?,0,normal
1671,The project presentation is next week.,0,normal
1672,Your appointment is scheduled for tomorrow.,0,normal
1673,The project presentation is next week.,0,normal
1674,Can you send me the class notes?,0,normal
1675,Please submit your assignment before Friday.,0,normal
1676,The college seminar starts at 11 AM.,0,normal
1677,Can you send me the class notes?,0,normal
1678,Can you share the project report?,0,normal
1679,The assignment deadline is Friday.,0,normal
1680,Please submit your assignment before Friday.,0,normal
1681,The college seminar starts at 11 AM.,0,normal
1682,Please attend the project meeting at 10 AM.,0,normal
1683,The assignment deadline is Friday.,0,normal
1684,Can you send me the class notes?,0,normal
1685,Your appointment is scheduled for tomorrow.,0,normal
1686,The assignment deadline is Friday.,0,normal
1687,The college seminar starts at 11 AM.,0,normal
1688,The project presentation is next week.,0,normal
1689,The project presentation is next week.,0,normal
1690,The project presentation is next week.,0,normal
1691,Can you send me the class notes?,0,normal
1692,The college seminar starts at 11 AM.,0,normal
1693,Please attend the project meeting at 10 AM.,0,normal
1694,Please review the attached project document.,0,normal
1695,The team meeting will start after lunch.,0,normal
1696,The team meeting will start after lunch.,0,normal
1697,Your appointment is scheduled for tomorrow.,0,normal
1698,The college seminar starts at 11 AM.,0,normal
1699,Please submit your assignment before Friday.,0,normal
1700,Can you send me the class notes?,0,normal
1701,Can you send me the class notes?,0,normal
1702,Can you share the project report?,0,normal
1703,The project presentation is next week.,0,normal
1704,Can you send me the class notes?,0,normal
1705,The assignment deadline is Friday.,0,normal
1706,The project presentation is next week.,0,normal
1707,Please review the attached project document.,0,normal
1708,Your appointment is scheduled for tomorrow.,0,normal
1709,The assignment deadline is Friday.,0,normal
1710,The assignment deadline is Friday.,0,normal
1711,Please review the attached project document.,0,normal
1712,Can you share the project report?,0,normal
1713,Can you send me the class notes?,0,normal
1714,Can you share the project report?,0,normal
1715,Can you send me the class notes?,0,normal
1716,The college seminar starts at 11 AM.,0,normal
1717,The college seminar starts at 11 AM.,0,normal
1718,The assignment deadline is Friday.,0,normal
1719,The assignment deadline is Friday.,0,normal
1720,Please attend the project meeting at 10 AM.,0,normal
1721,Please review the attached project document.,0,normal
1722,The team meeting will start after lunch.,0,normal
1723,The college seminar starts at 11 AM.,0,normal
1724,Please review the attached project document.,0,normal
1725,The assignment deadline is Friday.,0,normal
1726,Can you share the project report?,0,normal
1727,The assignment deadline is Friday.,0,normal
1728,Can you share the project report?,0,normal
1729,Can you send me the class notes?,0,normal
1730,The team meeting will start after lunch.,0,normal
1731,Please submit your assignment before Friday.,0,normal
1732,Please submit your assignment before Friday.,0,normal
1733,Please submit your assignment before Friday.,0,normal
1734,Can you send me the class notes?,0,normal
1735,The assignment deadline is Friday.,0,normal
1736,Please attend the project meeting at 10 AM.,0,normal
1737,The assignment deadline is Friday.,0,normal
1738,The college seminar starts at 11 AM.,0,normal
1739,Please submit your assignment before Friday.,0,normal
1740,The assignment deadline is Friday.,0,normal
1741,The project presentation is next week.,0,normal
1742,The project presentation is next week.,0,normal
1743,The college seminar starts at 11 AM.,0,normal
1744,Can you send me the class notes?,0,normal
1745,Please attend the project meeting at 10 AM.,0,normal
1746,Please review the attached project document.,0,normal
1747,Can you send me the class notes?,0,normal
1748,Can you send me the class notes?,0,normal
1749,The assignment deadline is Friday.,0,normal
1750,Please submit your assignment before Friday.,0,normal
1751,Your appointment is scheduled for tomorrow.,0,normal
1752,The project presentation is next week.,0,normal
1753,Please submit your assignment before Friday.,0,normal
1754,Can you share the project report?,0,normal
1755,Can you send me the class notes?,0,normal
1756,Can you share the project report?,0,normal
1757,Can you share the project report?,0,normal
1758,Please review the attached project document.,0,normal
1759,Please review the attached project document.,0,normal
1760,Please review the attached project document.,0,normal
1761,The team meeting will start after lunch.,0,normal
1762,Can you share the project report?,0,normal
1763,The assignment deadline is Friday.,0,normal
1764,Can you share the project report?,0,normal
1765,Can you send me the class notes?,0,normal
1766,Please review the attached project document.,0,normal
1767,Can you send me the class notes?,0,normal
1768,Please review the attached project document.,0,normal
1769,The team meeting will start after lunch.,0,normal
1770,The assignment deadline is Friday.,0,normal
1771,The college seminar starts at 11 AM.,0,normal
1772,Please review the attached project document.,0,normal
1773,Your appointment is scheduled for tomorrow.,0,normal
1774,The team meeting will start after lunch.,0,normal
1775,The project presentation is next week.,0,normal
1776,The project presentation is next week.,0,normal
1777,Your appointment is scheduled for tomorrow.,0,normal
1778,The team meeting will start after lunch.,0,normal
1779,The assignment deadline is Friday.,0,normal
1780,Can you share the project report?,0,normal
1781,Please review the attached project document.,0,normal
1782,Please attend the project meeting at 10 AM.,0,normal
1783,Can you send me the class notes?,0,normal
1784,The college seminar starts at 11 AM.,0,normal
1785,The project presentation is next week.,0,normal
1786,Can you send me the class notes?,0,normal
1787,The college seminar starts at 11 AM.,0,normal
1788,The team meeting will start after lunch.,0,normal
1789,The college seminar starts at 11 AM.,0,normal
1790,Can you send me the class notes?,0,normal
1791,The project presentation is next week.,0,normal
1792,Can you share the project report?,0,normal
1793,Please review the attached project document.,0,normal
1794,The college seminar starts at 11 AM.,0,normal
1795,The project presentation is next week.,0,normal
1796,Your appointment is scheduled for tomorrow.,0,normal
1797,The team meeting will start after lunch.,0,normal
1798,The college seminar starts at 11 AM.,0,normal
1799,Can you share the project report?,0,normal
1800,Can you send me the class notes?,0,normal
1801,The college seminar starts at 11 AM.,0,normal
1802,Please review the attached project document.,0,normal
1803,The team meeting will start after lunch.,0,normal
1804,The project presentation is next week.,0,normal
1805,Your appointment is scheduled for tomorrow.,0,normal
1806,The college seminar starts at 11 AM.,0,normal
1807,Can you send me the class notes?,0,normal
1808,Please review the attached project document.,0,normal
1809,Can you send me the class notes?,0,normal
1810,The college seminar starts at 11 AM.,0,normal
1811,The assignment deadline is Friday.,0,normal
1812,The project presentation is next week.,0,normal
1813,Your appointment is scheduled for tomorrow.,0,normal
1814,The project presentation is next week.,0,normal
1815,Please submit your assignment before Friday.,0,normal
1816,Can you share the project report?,0,normal
1817,Please submit your assignment before Friday.,0,normal
1818,Please attend the project meeting at 10 AM.,0,normal
1819,The team meeting will start after lunch.,0,normal
1820,Your appointment is scheduled for tomorrow.,0,normal
1821,The team meeting will start after lunch.,0,normal
1822,Please review the attached project document.,0,normal
1823,The assignment deadline is Friday.,0,normal
1824,Can you send me the class notes?,0,normal
1825,The team meeting will start after lunch.,0,normal
1826,Can you share the project report?,0,normal
1827,Please review the attached project document.,0,normal
1828,Your appointment is scheduled for tomorrow.,0,normal
1829,Please review the attached project document.,0,normal
1830,Can you share the project report?,0,normal
1831,Can you send me the class notes?,0,normal
1832,Can you send me the class notes?,0,normal
1833,The assignment deadline is Friday.,0,normal
1834,The team meeting will start after lunch.,0,normal
1835,The project presentation is next week.,0,normal
1836,The team meeting will start after lunch.,0,normal
1837,The project presentation is next week.,0,normal
1838,Can you send me the class notes?,0,normal
1839,Please submit your assignment before Friday.,0,normal
1840,Please submit your assignment before Friday.,0,normal
1841,Can you send me the class notes?,0,normal
1842,Please submit your assignment before Friday.,0,normal
1843,Please attend the project meeting at 10 AM.,0,normal
1844,The college seminar starts at 11 AM.,0,normal
1845,Please submit your assignment before Friday.,0,normal
1846,The project presentation is next week.,0,normal
1847,The assignment deadline is Friday.,0,normal
1848,The assignment deadline is Friday.,0,normal
1849,Your appointment is scheduled for tomorrow.,0,normal
1850,The college seminar starts at 11 AM.,0,normal
1851,Can you share the project report?,0,normal
1852,The project presentation is next week.,0,normal
1853,Please attend the project meeting at 10 AM.,0,normal
1854,The project presentation is next week.,0,normal
1855,Can you send me the class notes?,0,normal
1856,The college seminar starts at 11 AM.,0,normal
1857,Can you send me the class notes?,0,normal
1858,The assignment deadline is Friday.,0,normal
1859,Please attend the project meeting at 10 AM.,0,normal
1860,The assignment deadline is Friday.,0,normal
1861,Please review the attached project document.,0,normal
1862,Your appointment is scheduled for tomorrow.,0,normal
1863,Please submit your assignment before Friday.,0,normal
1864,Please submit your assignment before Friday.,0,normal
1865,Please submit your assignment before Friday.,0,normal
1866,The project presentation is next week.,0,normal
1867,The project presentation is next week.,0,normal
1868,Your appointment is scheduled for tomorrow.,0,normal
1869,The team meeting will start after lunch.,0,normal
1870,The college seminar starts at 11 AM.,0,normal
1871,Can you send me the class notes?,0,normal
1872,The team meeting will start after lunch.,0,normal
1873,The project presentation is next week.,0,normal
1874,Please submit your assignment before Friday.,0,normal
1875,Can you share the project report?,0,normal
1876,The college seminar starts at 11 AM.,0,normal
1877,Please attend the project meeting at 10 AM.,0,normal
1878,The team meeting will start after lunch.,0,normal
1879,The assignment deadline is Friday.,0,normal
1880,Please review the attached project document.,0,normal
1881,Can you send me the class notes?,0,normal
1882,The assignment deadline is Friday.,0,normal
1883,The assignment deadline is Friday.,0,normal
1884,Can you share the project report?,0,normal
1885,The college seminar starts at 11 AM.,0,normal
1886,Please review the attached project document.,0,normal
1887,The college seminar starts at 11 AM.,0,normal
1888,The team meeting will start after lunch.,0,normal
1889,Your appointment is scheduled for tomorrow.,0,normal
1890,Please submit your assignment before Friday.,0,normal
1891,The team meeting will start after lunch.,0,normal
1892,The college seminar starts at 11 AM.,0,normal
1893,The team meeting will start after lunch.,0,normal
1894,The assignment deadline is Friday.,0,normal
1895,The team meeting will start after lunch.,0,normal
1896,The team meeting will start after lunch.,0,normal
1897,The college seminar starts at 11 AM.,0,normal
1898,The assignment deadline is Friday.,0,normal
1899,Please review the attached project document.,0,normal
1900,Please attend the project meeting at 10 AM.,0,normal
1901,The assignment deadline is Friday.,0,normal
1902,Please attend the project meeting at 10 AM.,0,normal
1903,The college seminar starts at 11 AM.,0,normal
1904,The assignment deadline is Friday.,0,normal
1905,Can you share the project report?,0,normal
1906,Your appointment is scheduled for tomorrow.,0,normal
1907,Please submit your assignment before Friday.,0,normal
1908,Can you share the project report?,0,normal
1909,Please submit your assignment before Friday.,0,normal
1910,Can you share the project report?,0,normal
1911,The college seminar starts at 11 AM.,0,normal
1912,Please submit your assignment before Friday.,0,normal
1913,Can you send me the class notes?,0,normal
1914,The team meeting will start after lunch.,0,normal
1915,Your appointment is scheduled for tomorrow.,0,normal
1916,Can you send me the class notes?,0,normal
1917,Can you share the project report?,0,normal
1918,Can you share the project report?,0,normal
1919,Can you send me the class notes?,0,normal
1920,Can you send me the class notes?,0,normal
1921,Please attend the project meeting at 10 AM.,0,normal
1922,The project presentation is next week.,0,normal
1923,Your appointment is scheduled for tomorrow.,0,normal
1924,The team meeting will start after lunch.,0,normal
1925,The project presentation is next week.,0,normal
1926,Can you send me the class notes?,0,normal
1927,Can you send me the class notes?,0,normal
1928,Please attend the project meeting at 10 AM.,0,normal
1929,Your appointment is scheduled for tomorrow.,0,normal
1930,Your appointment is scheduled for tomorrow.,0,normal
1931,Please review the attached project document.,0,normal
1932,The assignment deadline is Friday.,0,normal
1933,The project presentation is next week.,0,normal
1934,The assignment deadline is Friday.,0,normal
1935,Please submit your assignment before Friday.,0,normal
1936,Can you share the project report?,0,normal
1937,The college seminar starts at 11 AM.,0,normal
1938,The college seminar starts at 11 AM.,0,normal
1939,Your appointment is scheduled for tomorrow.,0,normal
1940,The team meeting will start after lunch.,0,normal
1941,The assignment deadline is Friday.,0,normal
1942,Please review the attached project document.,0,normal
1943,The team meeting will start after lunch.,0,normal
1944,Please submit your assignment before Friday.,0,normal
1945,The college seminar starts at 11 AM.,0,normal
1946,The project presentation is next week.,0,normal
1947,Can you send me the class notes?,0,normal
1948,The project presentation is next week.,0,normal
1949,Can you send me the class notes?,0,normal
1950,The project presentation is next week.,0,normal
1951,The assignment deadline is Friday.,0,normal
1952,The college seminar starts at 11 AM.,0,normal
1953,The college seminar starts at 11 AM.,0,normal
1954,The team meeting will start after lunch.,0,normal
1955,The project presentation is next week.,0,normal
1956,Can you share the project report?,0,normal
1957,Please review the attached project document.,0,normal
1958,The project presentation is next week.,0,normal
1959,The project presentation is next week.,0,normal
1960,The assignment deadline is Friday.,0,normal
1961,Can you share the project report?,0,normal
1962,The college seminar starts at 11 AM.,0,normal
1963,The assignment deadline is Friday.,0,normal
1964,Your appointment is scheduled for tomorrow.,0,normal
1965,Please review the attached project document.,0,normal
1966,The assignment deadline is Friday.,0,normal
1967,Can you share the project report?,0,normal
1968,The college seminar starts at 11 AM.,0,normal
1969,Can you share the project report?,0,normal
1970,Please submit your assignment before Friday.,0,normal
1971,Can you send me the class notes?,0,normal
1972,Can you send me the class notes?,0,normal
1973,The project presentation is next week.,0,normal
1974,Can you share the project report?,0,normal
1975,The project presentation is next week.,0,normal
1976,Can you send me the class notes?,0,normal
1977,Can you send me the class notes?,0,normal
1978,Can you share the project report?,0,normal
1979,The team meeting will start after lunch.,0,normal
1980,Please submit your assignment before Friday.,0,normal
1981,Can you share the project report?,0,normal
1982,Please submit your assignment before Friday.,0,normal
1983,Can you share the project report?,0,normal
1984,The team meeting will start after lunch.,0,normal
1985,Please review the attached project document.,0,normal
1986,Can you share the project report?,0,normal
1987,Can you share the project report?,0,normal
1988,The college seminar starts at 11 AM.,0,normal
1989,The team meeting will start after lunch.,0,normal
1990,The project presentation is next week.,0,normal
1991,Please attend the project meeting at 10 AM.,0,normal
1992,The college seminar starts at 11 AM.,0,normal
1993,Please attend the project meeting at 10 AM.,0,normal
1994,The team meeting will start after lunch.,0,normal
1995,Can you share the project report?,0,normal
1996,Your appointment is scheduled for tomorrow.,0,normal
1997,Can you send me the class notes?,0,normal
1998,Please submit your assignment before Friday.,0,normal
1999,Please submit your assignment before Friday.,0,normal
2000,The team meeting will start after lunch.,0,normal
